TC_plate,TC_well,Condition,TimeDays,CPM_in_100_uL_protein_depleted_medium,CPM_in_100_uL_cell_protein_extract,percentage_of_protein_depleted_medium_counted,percentage_of_cell_protein_extract_counted,CPM_ratio_protein_depleted_medium_over_cell_protein,CPM_ratio_protein_depleted_medium_over_total_observed_CPM,X_to_1_coeff_Ci_per_L_to_CPM_protein_depleted_medium,X_to_0_coeff_Ci_per_L_to_CPM_protein_depleted_medium,specific_activity_in_protein_depleted_medium_nanoCi_per_L,activity_in_protein_depleted_medium_picoCi,X_to_1_coeff_Ci_per_L_to_CPM_cell_protein_extract,X_to_0_coeff_Ci_per_L_to_CPM_cell_protein_extract,specific_activity_in_cell_protein_extract_nanoCi_per_L,activity_in_cell_protein_extract_picoCi,curie_ratio_protein_depleted_medium_over_cell_protein,curie_ratio_protein_depleted_medium_over_total_observed_CPM
21,21,DDTTP,2,299,8195,0.181818182,0.666666667,0.133780761,0.117995264,66322046.11,21.95533141,4177.263592,626.5895389,110263860.3,464.2044674,70111.78019,10516.76703,0.059580053,0.056229874
21,22,DDTTP,2,275,7387,0.181818182,0.666666667,0.13650106,0.120106408,66322046.11,21.95533141,3815.392972,572.3089457,110263860.3,464.2044674,62783.90324,9417.585486,0.060770242,0.057288788
21,23,DDTTP,2,292,7566,0.181818182,0.666666667,0.141510265,0.12396758,66322046.11,21.95533141,4071.717995,610.7576992,110263860.3,464.2044674,64407.28192,9661.092288,0.063218286,0.059459367
21,24,V,2,285,6923,0.181818182,0.666666667,0.150946122,0.131149598,66322046.11,21.95533141,3966.172397,594.9258595,110263860.3,464.2044674,58575.81548,8786.372323,0.067710067,0.063416155
22,1,DDTT,2,302,7516,0.181818182,0.666666667,0.14733014,0.128411287,66322046.11,21.95533141,4222.49742,633.374613,110263860.3,464.2044674,63953.82419,9593.073628,0.066024158,0.061934955
22,2,DDTT,2,330,7600,0.181818182,0.666666667,0.159210526,0.137343927,66322046.11,21.95533141,4644.679811,696.7019716,110263860.3,464.2044674,64715.63318,9707.344976,0.0717706,0.066964516
22,3,DDTT,2,356,7139,0.181818182,0.666666667,0.182845403,0.154580981,66322046.11,21.95533141,5036.706317,755.5059475,110263860.3,464.2044674,60534.75289,9080.212933,0.08320355,0.076812479
22,4,DDTT,2,292,7424,0.181818182,0.666666667,0.144216954,0.126039868,66322046.11,21.95533141,4071.717995,610.7576992,110263860.3,464.2044674,63119.46196,9467.919294,0.064508123,0.060598995
22,5,DDTT,2,297,7304,0.181818182,0.666666667,0.149096386,0.129750983,66322046.11,21.95533141,4147.107707,622.0661561,110263860.3,464.2044674,62031.1634,9304.67451,0.06685523,0.0626657
22,6,DDTT,2,339,7213,0.181818182,0.666666667,0.172327742,0.146996216,66322046.11,21.95533141,4780.381294,717.0571941,110263860.3,464.2044674,61205.87033,9180.880549,0.078103314,0.072445111
22,7,TT,2,306,7245,0.181818182,0.666666667,0.154865424,0.134098243,66322046.11,21.95533141,4282.80919,642.4213785,110263860.3,464.2044674,61496.08328,9224.412492,0.069643609,0.065109171
22,8,TT,2,286,7437,0.181818182,0.666666667,0.141006678,0.12358094,66322046.11,21.95533141,3981.250339,597.1875509,110263860.3,464.2044674,63237.36097,9485.604145,0.06295725,0.059228393
22,9,TT,2,307,7660,0.181818182,0.666666667,0.146953873,0.128125356,66322046.11,21.95533141,4297.887133,644.6830699,110263860.3,464.2044674,65259.78245,9788.967368,0.065858128,0.061788832
22,10,TT,2,262,8173,0.181818182,0.666666667,0.117541498,0.105178643,66322046.11,21.95533141,3619.379719,542.9069578,110263860.3,464.2044674,69912.25879,10486.83882,0.051770316,0.049222074
22,11,TT,2,275,7999,0.181818182,0.666666667,0.126057424,0.111945822,66322046.11,21.95533141,3815.392972,572.3089457,110263860.3,464.2044674,68334.22588,10250.13388,0.05583429,0.052881679
22,12,V,2,315,8274,0.181818182,0.666666667,0.139593909,0.122494432,66322046.11,21.95533141,4418.510673,662.7766009,110263860.3,464.2044674,70828.2434,10624.23651,0.062383457,0.058720283
22,13,P,2,304,7296,0.181818182,0.666666667,0.152777778,0.13253012,66322046.11,21.95533141,4252.653305,637.8979958,110263860.3,464.2044674,61958.61017,9293.791525,0.068637003,0.064228548
22,14,P,2,263,8115,0.181818182,0.666666667,0.118833436,0.10621191,66322046.11,21.95533141,3634.457661,545.1686492,110263860.3,464.2044674,69386.24782,10407.93717,0.052380086,0.049772974
22,15,P,2,272,7998,0.181818182,0.666666667,0.124697841,0.110872304,66322046.11,21.95533141,3770.159144,565.5238716,110263860.3,464.2044674,68325.15672,10248.77351,0.055179663,0.052294093
22,16,P,2,274,8409,0.181818182,0.666666667,0.119475165,0.106724266,66322046.11,21.95533141,3800.315029,570.0472544,110263860.3,464.2044674,72052.57928,10807.88689,0.052743636,0.050101121
22,17,P,2,274,8250,0.181818182,0.666666667,0.121777778,0.108557845,66322046.11,21.95533141,3800.315029,570.0472544,110263860.3,464.2044674,70610.58369,10591.58755,0.053820756,0.051072022
22,18,V,2,296,7338,0.181818182,0.666666667,0.147905878,0.128848437,66322046.11,21.95533141,4132.029765,619.8044647,110263860.3,464.2044674,62339.51466,9350.927199,0.066282675,0.062162385
22,19,TTP,2,314,7339,0.181818182,0.666666667,0.156878775,0.135605198,66322046.11,21.95533141,4403.43273,660.5149096,110263860.3,464.2044674,62348.58381,9352.287572,0.070626026,0.065967037
22,20,TTP,2,294,7644,0.181818182,0.666666667,0.141025641,0.123595506,66322046.11,21.95533141,4101.87388,615.281082,110263860.3,464.2044674,65114.67598,9767.201397,0.062994614,0.059261461
22,21,TTP,2,260,7803,0.181818182,0.666666667,0.122175232,0.108873577,66322046.11,21.95533141,3589.223834,538.383575,110263860.3,464.2044674,66556.67157,9983.500735,0.053927334,0.051167981
22,22,TTP,2,288,7646,0.181818182,0.666666667,0.138111431,0.121351413,66322046.11,21.95533141,4011.406225,601.7109337,110263860.3,464.2044674,65132.81429,9769.922143,0.061588099,0.058015062
22,23,TTP,2,306,8097,0.181818182,0.666666667,0.138569841,0.121705174,66322046.11,21.95533141,4282.80919,642.4213785,110263860.3,464.2044674,69223.00303,10383.45045,0.06186974,0.058264905
22,24,V,2,267,7650,0.181818182,0.666666667,0.127973856,0.11345463,66322046.11,21.95533141,3694.769431,554.2154147,110263860.3,464.2044674,65169.09091,9775.363636,0.05669512,0.053653243
23,1,DD,3,301,7418,0.181818182,0.666666667,0.148782241,0.129513006,66322046.11,21.95533141,4207.419477,631.1129216,110263860.3,464.2044674,63065.04703,9459.757055,0.066715553,0.062542964
23,2,DD,3,291,7379,0.181818182,0.666666667,0.144599539,0.126331991,66322046.11,21.95533141,4056.640052,608.4960078,110263860.3,464.2044674,62711.35,9406.7025,0.064687494,0.060757259
23,3,DD,3,307,7874,0.181818182,0.666666667,0.142959953,0.125078707,66322046.11,21.95533141,4297.887133,644.6830699,110263860.3,464.2044674,67200.58155,10080.08723,0.0639561,0.060111597
23,4,DD,3,310,7789,0.181818182,0.666666667,0.145932298,0.127348097,66322046.11,21.95533141,4343.12096,651.468144,110263860.3,464.2044674,66429.7034,9964.45551,0.065379201,0.061367071
23,5,DD,3,305,7433,0.181818182,0.666666667,0.150455177,0.130778826,66322046.11,21.95533141,4267.731248,640.1596871,110263860.3,464.2044674,63201.08435,9480.162653,0.067526235,0.063254871
23,6,DD,3,293,7256,0.181818182,0.666666667,0.148061374,0.128966428,66322046.11,21.95533141,4086.795937,613.0193906,110263860.3,464.2044674,61595.84398,9239.376597,0.066348566,0.062220336
23,7,D,3,297,7210,0.181818182,0.666666667,0.151040222,0.131220629,66322046.11,21.95533141,4147.107707,622.0661561,110263860.3,464.2044674,61178.66287,9176.79943,0.067786831,0.063483487
23,8,D,3,332,7854,0.181818182,0.666666667,0.154995331,0.134195635,66322046.11,21.95533141,4674.835696,701.2253544,110263860.3,464.2044674,67019.19846,10052.87977,0.06975368,0.065205365
23,9,D,3,279,7591,0.181818182,0.666666667,0.134764853,0.118760158,66322046.11,21.95533141,3875.704742,581.3557113,110263860.3,464.2044674,64634.01078,9695.101618,0.05996386,0.056571608
23,10,D,3,270,7617,0.181818182,0.666666667,0.12997243,0.115022656,66322046.11,21.95533141,3740.003259,561.0004888,110263860.3,464.2044674,64869.8088,9730.471321,0.057653989,0.054511201
23,11,D,3,337,8295,0.181818182,0.666666667,0.14896524,0.129651651,66322046.11,21.95533141,4750.225409,712.5338113,110263860.3,464.2044674,71018.69565,10652.80435,0.066886971,0.062693587
23,12,V,3,290,8193,0.181818182,0.666666667,0.129785589,0.114876301,66322046.11,21.95533141,4041.56211,606.2343164,110263860.3,464.2044674,70093.64188,10514.04628,0.057659468,0.054516099
23,13,DDT,3,300,6891,0.181818182,0.666666667,0.159628501,0.137654862,66322046.11,21.95533141,4192.341535,628.8512302,110263860.3,464.2044674,58285.60254,8742.84038,0.071927566,0.067101144
23,14,DDT,3,296,33,0.181818182,0.666666667,32.88888889,0.970491803,66322046.11,21.95533141,4132.029765,619.8044647,110263860.3,464.2044674,,,,
23,15,DDT,3,319,15077,0.181818182,0.666666667,0.077579536,0.071994255,66322046.11,21.95533141,4478.822443,671.8233665,110263860.3,464.2044674,132525.7024,19878.85536,0.033795878,0.032691055
23,16,DDT,3,300,7288,0.181818182,0.666666667,0.150933041,0.131139723,66322046.11,21.95533141,4192.341535,628.8512302,110263860.3,464.2044674,61886.05693,9282.908539,0.067742909,0.063444963
23,17,DDT,3,310,7971,0.181818182,0.666666667,0.142600259,0.124803279,66322046.11,21.95533141,4343.12096,651.468144,110263860.3,464.2044674,68080.28955,10212.04343,0.063794102,0.059968468
23,18,V,3,275,7882,0.181818182,0.666666667,0.127928614,0.113419069,66322046.11,21.95533141,3815.392972,572.3089457,110263860.3,464.2044674,67273.13478,10090.97022,0.056714957,0.053671008
23,19,DDTTP,3,300,7067,0.181818182,0.666666667,0.155653035,0.13468838,66322046.11,21.95533141,4192.341535,628.8512302,110263860.3,464.2044674,59881.77375,8982.266063,0.07001031,0.065429566
23,20,DDTTP,3,310,7143,0.181818182,0.666666667,0.159130151,0.13728411,66322046.11,21.95533141,4343.12096,651.468144,110263860.3,464.2044674,60571.0295,9085.654426,0.071702941,0.066905612
23,21,DDTTP,3,302,7214,0.181818182,0.666666667,0.153497828,0.133071623,66322046.11,21.95533141,4222.49742,633.374613,110263860.3,464.2044674,61214.93948,9182.240923,0.068978218,0.064527243
23,22,DDTTP,3,317,7031,0.181818182,0.666666667,0.165315508,0.141863303,66322046.11,21.95533141,4448.666558,667.2999837,110263860.3,464.2044674,59555.28419,8933.292628,0.0746981,0.069506124
23,23,DDTTP,3,301,6855,0.181818182,0.666666667,0.161001702,0.13867482,66322046.11,21.95533141,4207.419477,631.1129216,110263860.3,464.2044674,57959.11297,8693.866945,0.072592889,0.067679816
23,24,V,3,292,7236,0.181818182,0.666666667,0.147963884,0.128892456,66322046.11,21.95533141,4071.717995,610.7576992,110263860.3,464.2044674,61414.46089,9212.169133,0.066299011,0.062176753
24,1,DDTT,3,306,6408,0.181818182,0.666666667,0.175093633,0.149003984,66322046.11,21.95533141,4282.80919,642.4213785,110263860.3,464.2044674,53905.20084,8085.780127,0.07945076,0.07360295
24,2,DDTT,3,320,6551,0.181818182,0.666666667,0.179107515,0.151900919,66322046.11,21.95533141,4493.900386,674.0850578,110263860.3,464.2044674,55202.08996,8280.313494,0.081408157,0.075279769
24,3,DDTT,3,254,7281,0.181818182,0.666666667,0.127912832,0.113406665,66322046.11,21.95533141,3498.756178,524.8134268,110263860.3,464.2044674,61822.57285,9273.385927,0.056593507,0.053562232
24,4,DDTT,3,294,6950,0.181818182,0.666666667,0.155107914,0.13428002,66322046.11,21.95533141,4101.87388,615.281082,110263860.3,464.2044674,58820.68266,8823.102399,0.069735231,0.065189244
24,5,DDTT,3,285,7577,0.181818182,0.666666667,0.137917382,0.121201577,66322046.11,21.95533141,3966.172397,594.9258595,110263860.3,464.2044674,64507.04262,9676.056393,0.061484332,0.057922976
24,6,DDTT,3,292,6736,0.181818182,0.666666667,0.158946952,0.137147737,66322046.11,21.95533141,4071.717995,610.7576992,110263860.3,464.2044674,56879.88357,8531.982535,0.071584499,0.066802478
24,7,TT,3,261,7020,0.181818182,0.666666667,0.136324786,0.119969914,66322046.11,21.95533141,3604.301776,540.6452664,110263860.3,464.2044674,59455.52348,8918.328523,0.060621816,0.057156863
24,8,TT,3,295,7698,0.181818182,0.666666667,0.140512687,0.123201336,66322046.11,21.95533141,4116.951822,617.5427733,110263860.3,464.2044674,65604.41033,9840.66155,0.062754193,0.059048643
24,9,TT,3,263,8227,0.181818182,0.666666667,0.117215672,0.104917676,66322046.11,21.95533141,3634.457661,545.1686492,110263860.3,464.2044674,70401.99314,10560.29897,0.051624357,0.049090112
24,10,TT,3,270,7669,0.181818182,0.666666667,0.129091146,0.114331909,66322046.11,21.95533141,3740.003259,561.0004888,110263860.3,464.2044674,65341.40485,9801.210727,0.057237876,0.054139071
24,11,TT,3,275,7112,0.181818182,0.666666667,0.141779153,0.124173884,66322046.11,21.95533141,3815.392972,572.3089457,110263860.3,464.2044674,60289.88571,9043.482857,0.06328413,0.05951761
24,12,V,3,274,7676,0.181818182,0.666666667,0.130884141,0.115736119,66322046.11,21.95533141,3800.315029,570.0472544,110263860.3,464.2044674,65404.88893,9810.733339,0.058104449,0.054913718
24,13,P,3,288,7278,0.181818182,0.666666667,0.145094806,0.126709863,66322046.11,21.95533141,4011.406225,601.7109337,110263860.3,464.2044674,61795.36538,9269.304807,0.064914354,0.060957347
24,14,P,3,290,7433,0.181818182,0.666666667,0.143055742,0.125152026,66322046.11,21.95533141,4041.56211,606.2343164,110263860.3,464.2044674,63201.08435,9480.162653,0.06394767,0.06010415
24,15,P,3,264,7840,0.181818182,0.666666667,0.123469388,0.109900091,66322046.11,21.95533141,3649.535604,547.4303406,110263860.3,464.2044674,66892.23029,10033.83454,0.054558438,0.051735813
24,16,P,3,281,7201,0.181818182,0.666666667,0.143081979,0.125172107,66322046.11,21.95533141,3905.860627,585.879094,110263860.3,464.2044674,61097.04047,9164.556071,0.063928802,0.060087482
24,17,P,3,281,7379,0.181818182,0.666666667,0.139630483,0.122522594,66322046.11,21.95533141,3905.860627,585.879094,110263860.3,464.2044674,62711.35,9406.7025,0.062283153,0.058631405
24,18,V,3,264,7093,0.181818182,0.666666667,0.136472579,0.120084357,66322046.11,21.95533141,3649.535604,547.4303406,110263860.3,464.2044674,60117.57177,9017.635766,0.060706637,0.057232259
24,19,TTP,3,269,5948,0.181818182,0.666666667,0.165826048,0.1422391,66322046.11,21.95533141,3724.925316,558.7387975,110263860.3,464.2044674,49733.38971,7460.008456,0.074897877,0.069679063
24,20,TTP,3,282,7224,0.181818182,0.666666667,0.143133998,0.125211916,66322046.11,21.95533141,3920.938569,588.1407854,110263860.3,464.2044674,61305.63103,9195.844655,0.063957234,0.060112598
24,21,TTP,3,269,5922,0.181818182,0.666666667,0.166554092,0.142774427,66322046.11,21.95533141,3724.925316,558.7387975,110263860.3,464.2044674,49497.59169,7424.638753,0.075254678,0.069987771
24,22,TTP,3,247,7175,0.181818182,0.666666667,0.126225319,0.112078211,66322046.11,21.95533141,3393.210581,508.9815871,110263860.3,464.2044674,60861.24245,9129.186368,0.055753226,0.052808956
24,23,TTP,3,285,6541,0.181818182,0.666666667,0.159761504,0.137753757,66322046.11,21.95533141,3966.172397,594.9258595,110263860.3,464.2044674,55111.39841,8266.709762,0.071966463,0.067134995
24,24,V,3,272,7406,0.181818182,0.666666667,0.134665586,0.118683062,66322046.11,21.95533141,3770.159144,565.5238716,110263860.3,464.2044674,62956.21718,9443.432576,0.059885414,0.056501782
