Image Name,Name,X,Y,Height,Width,Signal,Total,Area,Bkgnd.,Max,Mean,Median,Min
20121004A_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_d1,307,703,110,58,-7.4024E+4,7.0434E+5,6380,1.2200E+2,1.3700E+2,1.1040E+2,1.1700E+2,4.5000E+1
20121004A_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_d2,367,701,110,60,-3.6939E+4,7.6826E+5,6600,1.2200E+2,1.3800E+2,1.1640E+2,1.1800E+2,7.9000E+1
20121004A_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_d3,426,703,110,60,-6.8023E+4,7.3058E+5,6600,1.2100E+2,1.3700E+2,1.1069E+2,1.1700E+2,4.4000E+1
20121004A_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_d4,320,1388,110,60,-9.4337E+4,7.1086E+5,6600,1.2200E+2,1.3900E+2,1.0771E+2,1.1700E+2,2.4000E+1
20121004A_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_d5,380,1389,110,60,-7.5623E+4,7.3618E+5,6600,1.2300E+2,1.5900E+2,1.1154E+2,1.1700E+2,4.4000E+1
20121004A_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_d6,440,1387,110,60,-1.3765E+5,6.6095E+5,6600,1.2100E+2,1.3400E+2,1.0014E+2,1.1200E+2,7.0000E+0
20121004A_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_dt1,671,704,110,60,-4.0080E+4,7.5852E+5,6600,1.2100E+2,1.3800E+2,1.1493E+2,1.1800E+2,0.0000E+0
20121004A_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_dt2,731,704,110,60,-7.7430E+4,7.1457E+5,6600,1.2000E+2,1.7500E+2,1.0827E+2,1.1700E+2,1.6000E+1
20121004A_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_dt3,792,714,110,66,-4.8095E+4,8.3763E+5,7260,1.2200E+2,1.3900E+2,1.1538E+2,1.2000E+2,5.5000E+1
20121004A_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_dt4,683,1380,110,60,-8.5618E+4,7.0638E+5,6600,1.2000E+2,1.4300E+2,1.0703E+2,1.1400E+2,3.5000E+1
20121004A_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_dt5,746,1379,110,65,-1.2019E+5,7.4496E+5,7150,1.2100E+2,1.4500E+2,1.0419E+2,1.1400E+2,3.7000E+1
20121004A_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_t1,487,703,110,60,-5.5214E+4,7.3679E+5,6600,1.2000E+2,1.5600E+2,1.1163E+2,1.1700E+2,4.8000E+1
20121004A_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_t2,548,704,110,60,-8.0156E+4,7.1184E+5,6600,1.2000E+2,1.3600E+2,1.0786E+2,1.1600E+2,2.0000E+1
20121004A_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_t3,608,703,110,60,-8.2107E+4,7.0989E+5,6600,1.2000E+2,1.4200E+2,1.0756E+2,1.1600E+2,2.3000E+1
20121004A_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_t4,500,1380,110,60,-7.1846E+4,7.2015E+5,6600,1.2000E+2,1.3600E+2,1.0911E+2,1.1500E+2,4.2000E+1
20121004A_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_t5,560,1381,110,60,-1.0678E+5,6.8522E+5,6600,1.2000E+2,1.3400E+2,1.0382E+2,1.1200E+2,2.0000E+1
20121004A_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_t6,620,1380,110,60,-8.9672E+4,7.0233E+5,6600,1.2000E+2,1.3600E+2,1.0641E+2,1.1400E+2,2.9000E+1
20121004A_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_v1,125,699,110,60,-1.2918E+5,6.8262E+5,6600,1.2300E+2,1.4500E+2,1.0343E+2,1.1500E+2,1.8000E+1
20121004A_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_v2,186,700,110,60,-6.4917E+4,7.4028E+5,6600,1.2200E+2,1.4000E+2,1.1216E+2,1.1800E+2,4.6000E+1
20121004A_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_v3,248,701,110,60,-9.0290E+4,7.2151E+5,6600,1.2300E+2,1.4300E+2,1.0932E+2,1.1600E+2,3.4000E+1
20121004A_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_v4,135,1394,110,60,-1.4832E+5,6.6348E+5,6600,1.2300E+2,1.4200E+2,1.0053E+2,1.1500E+2,0.0000E+0
20121004A_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_v5,198,1394,110,60,-6.5160E+4,7.4664E+5,6600,1.2300E+2,1.4600E+2,1.1313E+2,1.1900E+2,5.5000E+1
20121004A_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_v6,261,1392,110,60,-1.1713E+5,6.9468E+5,6600,1.2300E+2,1.4000E+2,1.0525E+2,1.1600E+2,2.0000E+1
20121004B_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_d1,783,667,134,61,1.0698E+8,2.6425E+8,8174,1.9240E+4,6.0704E+4,3.2328E+4,2.9216E+4,1.5584E+4
20121004B_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_d2,844,667,134,61,8.7477E+7,2.3415E+8,8174,1.7944E+4,5.5072E+4,2.8646E+4,2.6832E+4,1.5344E+4
20121004B_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_d3,904,667,134,61,1.0408E+8,2.6233E+8,8174,1.9360E+4,6.1472E+4,3.2093E+4,2.9632E+4,1.5344E+4
20121004B_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_d4,787,1371,134,61,1.2682E+8,2.6774E+8,8174,1.7240E+4,6.3104E+4,3.2756E+4,2.6672E+4,1.3680E+4
20121004B_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_d5,848,1365,134,61,1.1237E+8,2.5127E+8,8174,1.6992E+4,6.1824E+4,3.0740E+4,2.5704E+4,1.3504E+4
20121004B_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_d6,909,1365,134,61,1.4763E+8,2.9267E+8,8174,1.7744E+4,6.3680E+4,3.5805E+4,3.1576E+4,1.4512E+4
20121004B_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_dt1,1150,667,134,61,7.9052E+7,2.1494E+8,8174,1.6624E+4,5.6896E+4,2.6295E+4,2.2520E+4,1.4016E+4
20121004B_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_dt2,1211,667,134,61,7.5643E+7,2.1637E+8,8174,1.7216E+4,6.0384E+4,2.6470E+4,2.2144E+4,1.3024E+4
20121004B_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_dt3,1274,668,134,71,3.9560E+7,1.8600E+8,9514,1.5392E+4,5.1488E+4,1.9550E+4,1.5888E+4,1.1536E+4
20121004B_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_dt4,1152,1365,134,66,1.3442E+8,2.9814E+8,8844,1.8512E+4,6.2272E+4,3.3711E+4,3.0032E+4,1.5872E+4
20121004B_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_dt5,1218,1365,134,71,1.4044E+8,3.2257E+8,9514,1.9144E+4,6.1728E+4,3.3905E+4,2.9000E+4,1.5920E+4
20121004B_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_t1,965,667,134,63,9.7134E+7,2.5665E+8,8442,1.8896E+4,6.0736E+4,3.0402E+4,2.7224E+4,1.3696E+4
20121004B_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_t2,1028,667,134,61,1.0274E+8,2.5340E+8,8174,1.8432E+4,6.2272E+4,3.1001E+4,2.7408E+4,1.4544E+4
20121004B_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_t3,1089,667,134,61,9.5339E+7,2.4901E+8,8174,1.8800E+4,6.1792E+4,3.0464E+4,2.6448E+4,1.3376E+4
20121004B_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_t4,970,1365,134,61,1.1703E+8,2.6429E+8,8174,1.8016E+4,6.1600E+4,3.2333E+4,2.7904E+4,1.4896E+4
20121004B_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_t5,1030,1365,134,61,1.3212E+8,2.8939E+8,8174,1.9240E+4,6.2912E+4,3.5403E+4,3.1944E+4,1.6800E+4
20121004B_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_t6,1090,1365,134,61,1.2696E+8,2.8521E+8,8174,1.9360E+4,6.2496E+4,3.4892E+4,3.0832E+4,1.6048E+4
20121004B_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_v1,587,667,134,75,1.3167E+8,3.1177E+8,10050,1.7920E+4,6.1984E+4,3.1022E+4,2.4184E+4,1.2112E+4
20121004B_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_v2,662,667,134,61,1.0504E+8,2.5080E+8,8174,1.7832E+4,6.0352E+4,3.0683E+4,2.7344E+4,1.4512E+4
20121004B_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_v3,723,667,134,61,1.1225E+8,2.6912E+8,8174,1.9192E+4,6.1632E+4,3.2924E+4,3.0008E+4,1.5184E+4
20121004B_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_v4,595,1377,134,68,1.4132E+8,2.9324E+8,9112,1.6672E+4,6.2816E+4,3.2181E+4,2.5088E+4,1.2992E+4
20121004B_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_v5,663,1377,134,61,1.0897E+8,2.4512E+8,8174,1.6656E+4,6.0576E+4,2.9987E+4,2.2888E+4,1.4080E+4
20121004B_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_v6,726,1377,134,61,1.3460E+8,2.8219E+8,8174,1.8056E+4,6.3200E+4,3.4523E+4,2.9376E+4,1.4832E+4
20121004C_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_d1,704,670,134,59,3.9222E+7,1.1955E+8,7906,1.0160E+4,4.5568E+4,1.5121E+4,1.2368E+4,7.3600E+3
20121004C_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_d2,762,670,134,62,1.8571E+7,1.0271E+8,8308,1.0128E+4,2.7392E+4,1.2363E+4,1.1472E+4,7.0720E+3
20121004C_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_d3,822,673,134,63,3.5009E+7,1.2179E+8,8442,1.0280E+4,4.5824E+4,1.4427E+4,1.1872E+4,6.9600E+3
20121004C_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_d4,705,1367,134,61,4.4463E+7,1.3967E+8,8174,1.1648E+4,5.1968E+4,1.7088E+4,1.2832E+4,8.0800E+3
20121004C_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_d5,766,1367,134,60,2.9554E+7,1.2256E+8,8040,1.1568E+4,4.4832E+4,1.5244E+4,1.2624E+4,8.2880E+3
20121004C_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_d6,826,1367,134,60,6.6953E+7,1.5758E+8,8040,1.1272E+4,5.6896E+4,1.9599E+4,1.3696E+4,8.3360E+3
20121004C_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_dt1,1067,674,134,63,2.1934E+7,1.0595E+8,8442,9.9520E+3,3.3472E+4,1.2550E+4,1.1328E+4,6.3200E+3
20121004C_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_dt2,1129,674,134,63,3.9607E+7,1.2774E+8,8442,1.0440E+4,5.1296E+4,1.5132E+4,1.1664E+4,6.6720E+3
20121004C_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_dt3,1191,676,134,72,1.8994E+7,1.1825E+8,9648,1.0288E+4,3.9808E+4,1.2257E+4,1.0608E+4,5.7280E+3
20121004C_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_dt4,1068,1363,134,65,4.4400E+7,1.4460E+8,8710,1.1504E+4,4.8480E+4,1.6602E+4,1.3600E+4,8.1440E+3
20121004C_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_dt5,1134,1363,134,68,5.6923E+7,1.6525E+8,9112,1.1888E+4,4.7808E+4,1.8135E+4,1.3808E+4,7.8720E+3
20121004C_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_t1,883,673,134,63,3.1896E+7,1.1591E+8,8442,9.9520E+3,4.2208E+4,1.3730E+4,1.1392E+4,7.1040E+3
20121004C_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_t2,945,673,134,63,4.0295E+7,1.2640E+8,8442,1.0200E+4,5.1680E+4,1.4973E+4,1.1656E+4,6.4960E+3
20121004C_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_t3,1007,673,134,60,4.0860E+7,1.2184E+8,8040,1.0072E+4,5.0016E+4,1.5154E+4,1.1536E+4,6.1600E+3
20121004C_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_t4,885,1367,134,60,3.6082E+7,1.2754E+8,8040,1.1376E+4,4.5344E+4,1.5864E+4,1.3232E+4,7.9040E+3
20121004C_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_t5,946,1366,134,61,5.1668E+7,1.4492E+8,8174,1.1408E+4,5.1136E+4,1.7729E+4,1.3632E+4,8.2880E+3
20121004C_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_t6,1008,1366,134,60,4.5071E+7,1.3660E+8,8040,1.1384E+4,4.8448E+4,1.6990E+4,1.3288E+4,8.3200E+3
20121004C_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_v1,518,670,134,63,6.3004E+7,1.4945E+8,8442,1.0240E+4,5.3792E+4,1.7703E+4,1.2320E+4,7.3600E+3
20121004C_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_v2,582,670,134,61,3.1770E+7,1.1763E+8,8174,1.0504E+4,4.4352E+4,1.4391E+4,1.1936E+4,7.4880E+3
20121004C_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_v3,643,670,134,61,4.4790E+7,1.2771E+8,8174,1.0144E+4,4.9312E+4,1.5624E+4,1.2608E+4,6.8000E+3
20121004C_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_v4,516,1376,134,63,7.2681E+7,1.6656E+8,8442,1.1120E+4,5.7120E+4,1.9729E+4,1.3168E+4,8.1120E+3
20121004C_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_v5,579,1376,134,63,3.3523E+7,1.2659E+8,8442,1.1024E+4,4.1856E+4,1.4995E+4,1.2400E+4,7.4720E+3
20121004C_mucalpain1_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,mucalpain_gastrocnemius_v6,642,1376,134,63,5.6633E+7,1.5179E+8,8442,1.1272E+4,5.2992E+4,1.7980E+4,1.3152E+4,8.4800E+3
20121007A_actin_90ug_gastrocnemius_7dDT_20120824_v1_v2_v3_d1_d2_d3_t1_t2_t3_dt1_dt2_dt3_OR_v4_v5_v6_d4_d5_d6_t4_t5_t6_dt4_dt5.tif,actin_gastrocnemius_d1,612,770,52,61,3.7010E+7,6.8096E+7,3172,9.8000E+3,4.2208E+4,2.1468E+4,1.7536E+4,5.1520E+3
